product_id,product_name,category,subcategory,brand,price,rating,n_ratings,description,image_url
PROD_00001,Samsung Mobile,Electronics,mobile,Samsung,17626.13,4.0,1878,Smartphone with advanced camera and 5G connectivity,https://placehold.co/300x200?text=Samsung+Mobile
PROD_00002,Sony Mobile,Electronics,mobile,Sony,92329.48,4.4,4517,Smartphone with advanced camera and 5G connectivity,https://placehold.co/300x200?text=Sony+Mobile
PROD_00003,Samsung Mobile,Electronics,mobile,Samsung,77001.71,3.7,817,Smartphone with advanced camera and 5G connectivity,https://placehold.co/300x200?text=Samsung+Mobile
PROD_00004,OnePlus Mobile,Electronics,mobile,OnePlus,39429.39,4.3,4647,Smartphone with advanced camera and 5G connectivity,https://placehold.co/300x200?text=OnePlus+Mobile
PROD_00005,Logitech Laptop,Electronics,laptop,Logitech,60350.67,4.5,103,High-performance laptop for work and gaming,https://placehold.co/300x200?text=Logitech+Laptop
PROD_00006,Sony Laptop,Electronics,laptop,Sony,115286.03,4.2,1323,High-performance laptop for work and gaming,https://placehold.co/300x200?text=Sony+Laptop
PROD_00007,Dell Tablet,Electronics,tablet,Dell,26132.62,4.0,2990,Portable tablet with stylus support,https://placehold.co/300x200?text=Dell+Tablet
PROD_00008,Dell Tablet,Electronics,tablet,Dell,56223.56,4.4,3813,Portable tablet with stylus support,https://placehold.co/300x200?text=Dell+Tablet
PROD_00009,Samsung Earphones,Electronics,earphones,Samsung,24368.22,4.2,4572,Wireless earbuds with noise cancellation,https://placehold.co/300x200?text=Samsung+Earphones
PROD_00010,HP Earphones,Electronics,earphones,HP,20991.01,4.4,3012,Wireless earbuds with noise cancellation,https://placehold.co/300x200?text=HP+Earphones
PROD_00011,OnePlus Earphones,Electronics,earphones,OnePlus,18057.44,3.8,1916,Wireless earbuds with noise cancellation,https://placehold.co/300x200?text=OnePlus+Earphones
PROD_00012,HP Earphones,Electronics,earphones,HP,24652.71,4.7,877,Wireless earbuds with noise cancellation,https://placehold.co/300x200?text=HP+Earphones
PROD_00013,HP Mouse,Electronics,mouse,HP,4064.55,4.8,1382,Ergonomic wireless mouse with precision tracking,https://placehold.co/300x200?text=HP+Mouse
PROD_00014,Dell Mouse,Electronics,mouse,Dell,3357.95,4.7,634,Ergonomic wireless mouse with precision tracking,https://placehold.co/300x200?text=Dell+Mouse
PROD_00015,Sony Mouse,Electronics,mouse,Sony,4645.81,4.2,3836,Ergonomic wireless mouse with precision tracking,https://placehold.co/300x200?text=Sony+Mouse
PROD_00016,HP Keyboard,Electronics,keyboard,HP,11890.0,4.5,4612,Mechanical keyboard with RGB backlight,https://placehold.co/300x200?text=HP+Keyboard
PROD_00017,OnePlus Keyboard,Electronics,keyboard,OnePlus,8688.45,4.7,508,Mechanical keyboard with RGB backlight,https://placehold.co/300x200?text=OnePlus+Keyboard
PROD_00018,OnePlus Keyboard,Electronics,keyboard,OnePlus,10128.93,4.7,3336,Mechanical keyboard with RGB backlight,https://placehold.co/300x200?text=OnePlus+Keyboard
PROD_00019,Samsung Monitor,Electronics,monitor,Samsung,22127.18,4.7,2627,4K Ultra HD monitor with HDR support,https://placehold.co/300x200?text=Samsung+Monitor
PROD_00020,OnePlus Monitor,Electronics,monitor,OnePlus,43461.06,4.2,3808,4K Ultra HD monitor with HDR support,https://placehold.co/300x200?text=OnePlus+Monitor
PROD_00021,Sony Monitor,Electronics,monitor,Sony,24714.25,4.0,4648,4K Ultra HD monitor with HDR support,https://placehold.co/300x200?text=Sony+Monitor
PROD_00022,HP Charger,Electronics,charger,HP,2367.53,3.9,4830,Fast charging adapter with multiple ports,https://placehold.co/300x200?text=HP+Charger
PROD_00023,Logitech Charger,Electronics,charger,Logitech,1404.99,4.5,1183,Fast charging adapter with multiple ports,https://placehold.co/300x200?text=Logitech+Charger
PROD_00024,Bose Charger,Electronics,charger,Bose,727.27,3.5,948,Fast charging adapter with multiple ports,https://placehold.co/300x200?text=Bose+Charger
PROD_00025,Sony Charger,Electronics,charger,Sony,2068.62,4.3,3508,Fast charging adapter with multiple ports,https://placehold.co/300x200?text=Sony+Charger
PROD_00026,Samsung Smartwatch,Electronics,smartwatch,Samsung,20390.69,4.3,3884,Fitness tracking smartwatch with heart rate monitor,https://placehold.co/300x200?text=Samsung+Smartwatch
PROD_00027,HP Smartwatch,Electronics,smartwatch,HP,43843.14,4.6,144,Fitness tracking smartwatch with heart rate monitor,https://placehold.co/300x200?text=HP+Smartwatch
PROD_00028,Samsung Smartwatch,Electronics,smartwatch,Samsung,32268.41,4.2,2235,Fitness tracking smartwatch with heart rate monitor,https://placehold.co/300x200?text=Samsung+Smartwatch
PROD_00029,Dell Smartwatch,Electronics,smartwatch,Dell,9462.09,4.1,3766,Fitness tracking smartwatch with heart rate monitor,https://placehold.co/300x200?text=Dell+Smartwatch
PROD_00030,HP Camera,Electronics,camera,HP,146486.01,4.9,4208,Mirrorless camera with 4K video recording,https://placehold.co/300x200?text=HP+Camera
PROD_00031,Samsung Camera,Electronics,camera,Samsung,133814.82,4.4,4208,Mirrorless camera with 4K video recording,https://placehold.co/300x200?text=Samsung+Camera
PROD_00032,H&M Dress,Fashion,dress,H&M,3309.18,4.4,4468,Elegant evening dress for special occasions,https://placehold.co/300x200?text=H&M+Dress
PROD_00033,Nike Dress,Fashion,dress,Nike,9465.44,4.1,966,Elegant evening dress for special occasions,https://placehold.co/300x200?text=Nike+Dress
PROD_00034,Puma Dress,Fashion,dress,Puma,13326.36,4.4,2569,Elegant evening dress for special occasions,https://placehold.co/300x200?text=Puma+Dress
PROD_00035,H&M Dress,Fashion,dress,H&M,1999.37,4.5,695,Elegant evening dress for special occasions,https://placehold.co/300x200?text=H&M+Dress
PROD_00036,Ray-Ban Heels,Fashion,heels,Ray-Ban,10068.24,4.5,4413,Stylish high heels with comfortable padding,https://placehold.co/300x200?text=Ray-Ban+Heels
PROD_00037,Zara Heels,Fashion,heels,Zara,2848.11,4.0,4553,Stylish high heels with comfortable padding,https://placehold.co/300x200?text=Zara+Heels
PROD_00038,Levi's Shirt,Fashion,shirt,Levi's,3016.23,4.4,1785,Formal cotton shirt with wrinkle resistance,https://placehold.co/300x200?text=Levi's+Shirt
PROD_00039,H&M Shirt,Fashion,shirt,H&M,3794.39,4.2,3109,Formal cotton shirt with wrinkle resistance,https://placehold.co/300x200?text=H&M+Shirt
PROD_00040,Ray-Ban Jeans,Fashion,jeans,Ray-Ban,2286.53,4.1,2819,Slim fit denim jeans with stretch fabric,https://placehold.co/300x200?text=Ray-Ban+Jeans
PROD_00041,Nike Jeans,Fashion,jeans,Nike,5324.01,4.1,1854,Slim fit denim jeans with stretch fabric,https://placehold.co/300x200?text=Nike+Jeans
PROD_00042,Nike Jeans,Fashion,jeans,Nike,1961.46,4.5,1925,Slim fit denim jeans with stretch fabric,https://placehold.co/300x200?text=Nike+Jeans
PROD_00043,Nike Watch,Fashion,watch,Nike,43262.5,4.1,1999,Classic analog watch with leather strap,https://placehold.co/300x200?text=Nike+Watch
PROD_00044,Levi's Watch,Fashion,watch,Levi's,34110.93,4.2,1133,Classic analog watch with leather strap,https://placehold.co/300x200?text=Levi's+Watch
PROD_00045,Ray-Ban Sunglasses,Fashion,sunglasses,Ray-Ban,4401.96,4.2,3384,UV protection sunglasses with polarized lenses,https://placehold.co/300x200?text=Ray-Ban+Sunglasses
PROD_00046,H&M Sunglasses,Fashion,sunglasses,H&M,2320.56,4.4,2952,UV protection sunglasses with polarized lenses,https://placehold.co/300x200?text=H&M+Sunglasses
PROD_00047,Gucci Sunglasses,Fashion,sunglasses,Gucci,6755.43,4.6,493,UV protection sunglasses with polarized lenses,https://placehold.co/300x200?text=Gucci+Sunglasses
PROD_00048,Adidas Sunglasses,Fashion,sunglasses,Adidas,1848.58,4.4,945,UV protection sunglasses with polarized lenses,https://placehold.co/300x200?text=Adidas+Sunglasses
PROD_00049,H&M Handbag,Fashion,handbag,H&M,6374.8,4.2,3506,Designer leather handbag with multiple compartments,https://placehold.co/300x200?text=H&M+Handbag
PROD_00050,Zara Handbag,Fashion,handbag,Zara,8406.54,4.0,667,Designer leather handbag with multiple compartments,https://placehold.co/300x200?text=Zara+Handbag
PROD_00051,Adidas Shoes,Fashion,shoes,Adidas,2505.88,4.9,170,Running shoes with cushioned sole,https://placehold.co/300x200?text=Adidas+Shoes
PROD_00052,Adidas Shoes,Fashion,shoes,Adidas,11263.67,4.7,1412,Running shoes with cushioned sole,https://placehold.co/300x200?text=Adidas+Shoes
PROD_00053,Gucci Shoes,Fashion,shoes,Gucci,6856.41,4.1,3335,Running shoes with cushioned sole,https://placehold.co/300x200?text=Gucci+Shoes
PROD_00054,Zara Jacket,Fashion,jacket,Zara,9442.54,4.8,2222,Waterproof winter jacket with thermal lining,https://placehold.co/300x200?text=Zara+Jacket
PROD_00055,Ray-Ban Jacket,Fashion,jacket,Ray-Ban,7849.24,4.5,4602,Waterproof winter jacket with thermal lining,https://placehold.co/300x200?text=Ray-Ban+Jacket
PROD_00056,Ray-Ban Tshirt,Fashion,tshirt,Ray-Ban,886.99,4.0,529,Casual graphic t-shirt with premium cotton,https://placehold.co/300x200?text=Ray-Ban+Tshirt
PROD_00057,Nike Tshirt,Fashion,tshirt,Nike,2369.94,3.8,4835,Casual graphic t-shirt with premium cotton,https://placehold.co/300x200?text=Nike+Tshirt
PROD_00058,Ray-Ban Tshirt,Fashion,tshirt,Ray-Ban,1757.13,4.6,1339,Casual graphic t-shirt with premium cotton,https://placehold.co/300x200?text=Ray-Ban+Tshirt
PROD_00059,Nike Tshirt,Fashion,tshirt,Nike,2901.95,3.8,1572,Casual graphic t-shirt with premium cotton,https://placehold.co/300x200?text=Nike+Tshirt
PROD_00060,Borosil Sofa,Home,sofa,Borosil,19417.46,4.7,3357,3-seater fabric sofa with washable covers,https://placehold.co/300x200?text=Borosil+Sofa
PROD_00061,IKEA Sofa,Home,sofa,IKEA,76203.75,4.4,4792,3-seater fabric sofa with washable covers,https://placehold.co/300x200?text=IKEA+Sofa
PROD_00062,IKEA Lamp,Home,lamp,IKEA,4020.78,4.1,4831,LED table lamp with adjustable brightness,https://placehold.co/300x200?text=IKEA+Lamp
PROD_00063,Borosil Lamp,Home,lamp,Borosil,3518.47,4.6,1723,LED table lamp with adjustable brightness,https://placehold.co/300x200?text=Borosil+Lamp
PROD_00064,Prestige Lamp,Home,lamp,Prestige,4524.2,3.9,3292,LED table lamp with adjustable brightness,https://placehold.co/300x200?text=Prestige+Lamp
PROD_00065,Home Centre Lamp,Home,lamp,Home Centre,4292.79,4.0,2640,LED table lamp with adjustable brightness,https://placehold.co/300x200?text=Home Centre+Lamp
PROD_00066,IKEA Curtains,Home,curtains,IKEA,4478.86,4.5,869,Blackout curtains with thermal insulation,https://placehold.co/300x200?text=IKEA+Curtains
PROD_00067,IKEA Curtains,Home,curtains,IKEA,4994.62,4.0,1135,Blackout curtains with thermal insulation,https://placehold.co/300x200?text=IKEA+Curtains
PROD_00068,IKEA Cushion,Home,cushion,IKEA,1794.76,4.0,1342,Decorative cushion covers with velvet finish,https://placehold.co/300x200?text=IKEA+Cushion
PROD_00069,Philips Cushion,Home,cushion,Philips,1717.37,4.3,4383,Decorative cushion covers with velvet finish,https://placehold.co/300x200?text=Philips+Cushion
PROD_00070,IKEA Cushion,Home,cushion,IKEA,1435.37,4.2,898,Decorative cushion covers with velvet finish,https://placehold.co/300x200?text=IKEA+Cushion
PROD_00071,Urban Ladder Mirror,Home,mirror,Urban Ladder,2038.86,3.9,4582,Full-length wall mirror with LED border,https://placehold.co/300x200?text=Urban Ladder+Mirror
PROD_00072,Home Centre Mirror,Home,mirror,Home Centre,3451.13,4.4,2858,Full-length wall mirror with LED border,https://placehold.co/300x200?text=Home Centre+Mirror
PROD_00073,Prestige Clock,Home,clock,Prestige,2719.83,3.8,4052,Vintage wall clock with silent movement,https://placehold.co/300x200?text=Prestige+Clock
PROD_00074,Urban Ladder Clock,Home,clock,Urban Ladder,3668.68,4.3,806,Vintage wall clock with silent movement,https://placehold.co/300x200?text=Urban Ladder+Clock
PROD_00075,Philips Vase,Home,vase,Philips,4249.13,3.6,2782,Ceramic flower vase with hand-painted design,https://placehold.co/300x200?text=Philips+Vase
PROD_00076,Home Centre Vase,Home,vase,Home Centre,3403.3,3.9,3669,Ceramic flower vase with hand-painted design,https://placehold.co/300x200?text=Home Centre+Vase
PROD_00077,Borosil Vase,Home,vase,Borosil,3704.94,4.2,966,Ceramic flower vase with hand-painted design,https://placehold.co/300x200?text=Borosil+Vase
PROD_00078,IKEA Vase,Home,vase,IKEA,4758.22,4.3,1271,Ceramic flower vase with hand-painted design,https://placehold.co/300x200?text=IKEA+Vase
PROD_00079,IKEA Rug,Home,rug,IKEA,12849.74,4.3,1263,Persian style area rug with anti-slip backing,https://placehold.co/300x200?text=IKEA+Rug
PROD_00080,Philips Rug,Home,rug,Philips,3656.79,4.0,376,Persian style area rug with anti-slip backing,https://placehold.co/300x200?text=Philips+Rug
PROD_00081,Urban Ladder Rug,Home,rug,Urban Ladder,4730.99,3.9,892,Persian style area rug with anti-slip backing,https://placehold.co/300x200?text=Urban Ladder+Rug
PROD_00082,Urban Ladder Rug,Home,rug,Urban Ladder,12141.51,4.6,3379,Persian style area rug with anti-slip backing,https://placehold.co/300x200?text=Urban Ladder+Rug
PROD_00083,Prestige Bedsheet,Home,bedsheet,Prestige,1449.12,4.8,1381,King size cotton bedsheet with pillow covers,https://placehold.co/300x200?text=Prestige+Bedsheet
PROD_00084,Home Centre Bedsheet,Home,bedsheet,Home Centre,4501.95,3.9,2771,King size cotton bedsheet with pillow covers,https://placehold.co/300x200?text=Home Centre+Bedsheet
PROD_00085,Philips Bedsheet,Home,bedsheet,Philips,4169.39,4.8,2082,King size cotton bedsheet with pillow covers,https://placehold.co/300x200?text=Philips+Bedsheet
PROD_00086,Urban Ladder Bedsheet,Home,bedsheet,Urban Ladder,1468.63,4.6,3183,King size cotton bedsheet with pillow covers,https://placehold.co/300x200?text=Urban Ladder+Bedsheet
PROD_00087,Philips Cookware,Home,cookware,Philips,3835.55,4.8,3820,Non-stick cookware set with induction base,https://placehold.co/300x200?text=Philips+Cookware
PROD_00088,Urban Ladder Cookware,Home,cookware,Urban Ladder,4704.5,4.8,1914,Non-stick cookware set with induction base,https://placehold.co/300x200?text=Urban Ladder+Cookware
PROD_00089,L'Oreal Perfume,Beauty,perfume,L'Oreal,8430.35,4.3,2332,Long-lasting Eau de Parfum with floral notes,https://placehold.co/300x200?text=L'Oreal+Perfume
PROD_00090,Forest Essentials Perfume,Beauty,perfume,Forest Essentials,2228.92,4.7,2926,Long-lasting Eau de Parfum with floral notes,https://placehold.co/300x200?text=Forest Essentials+Perfume
PROD_00091,Nivea Lipstick,Beauty,lipstick,Nivea,1499.2,4.8,4442,Matte finish lipstick with 12-hour stay,https://placehold.co/300x200?text=Nivea+Lipstick
PROD_00092,The Body Shop Lipstick,Beauty,lipstick,The Body Shop,2848.09,3.9,2189,Matte finish lipstick with 12-hour stay,https://placehold.co/300x200?text=The Body Shop+Lipstick
PROD_00093,Maybelline Lipstick,Beauty,lipstick,Maybelline,1951.47,4.8,363,Matte finish lipstick with 12-hour stay,https://placehold.co/300x200?text=Maybelline+Lipstick
PROD_00094,L'Oreal Lipstick,Beauty,lipstick,L'Oreal,1991.43,4.1,2619,Matte finish lipstick with 12-hour stay,https://placehold.co/300x200?text=L'Oreal+Lipstick
PROD_00095,Nivea Moisturizer,Beauty,moisturizer,Nivea,2465.32,4.1,4773,Hydrating face moisturizer with SPF 30,https://placehold.co/300x200?text=Nivea+Moisturizer
PROD_00096,Maybelline Moisturizer,Beauty,moisturizer,Maybelline,860.39,4.7,63,Hydrating face moisturizer with SPF 30,https://placehold.co/300x200?text=Maybelline+Moisturizer
PROD_00097,Nivea Moisturizer,Beauty,moisturizer,Nivea,2336.27,4.5,1664,Hydrating face moisturizer with SPF 30,https://placehold.co/300x200?text=Nivea+Moisturizer
PROD_00098,MAC Shampoo,Beauty,shampoo,MAC,383.97,4.4,2754,Sulfate-free shampoo for damaged hair,https://placehold.co/300x200?text=MAC+Shampoo
PROD_00099,Nivea Shampoo,Beauty,shampoo,Nivea,676.7,4.5,2510,Sulfate-free shampoo for damaged hair,https://placehold.co/300x200?text=Nivea+Shampoo
PROD_00100,Nivea Shampoo,Beauty,shampoo,Nivea,671.14,4.1,3346,Sulfate-free shampoo for damaged hair,https://placehold.co/300x200?text=Nivea+Shampoo
PROD_00101,The Body Shop Serum,Beauty,serum,The Body Shop,3128.53,4.3,3155,Vitamin C serum for glowing skin,https://placehold.co/300x200?text=The Body Shop+Serum
PROD_00102,Lakme Serum,Beauty,serum,Lakme,3942.17,4.3,4712,Vitamin C serum for glowing skin,https://placehold.co/300x200?text=Lakme+Serum
PROD_00103,The Body Shop Serum,Beauty,serum,The Body Shop,2505.52,4.9,2539,Vitamin C serum for glowing skin,https://placehold.co/300x200?text=The Body Shop+Serum
PROD_00104,The Body Shop Serum,Beauty,serum,The Body Shop,1682.77,4.9,2689,Vitamin C serum for glowing skin,https://placehold.co/300x200?text=The Body Shop+Serum
PROD_00105,MAC Mask,Beauty,mask,MAC,774.81,3.8,3926,Charcoal face mask for deep cleansing,https://placehold.co/300x200?text=MAC+Mask
PROD_00106,Forest Essentials Mask,Beauty,mask,Forest Essentials,1371.54,4.4,1440,Charcoal face mask for deep cleansing,https://placehold.co/300x200?text=Forest Essentials+Mask
PROD_00107,Lakme Mask,Beauty,mask,Lakme,310.23,4.1,2795,Charcoal face mask for deep cleansing,https://placehold.co/300x200?text=Lakme+Mask
PROD_00108,Forest Essentials Cream,Beauty,cream,Forest Essentials,2875.2,4.0,2592,Anti-aging night cream with retinol,https://placehold.co/300x200?text=Forest Essentials+Cream
PROD_00109,Maybelline Cream,Beauty,cream,Maybelline,2497.06,3.9,428,Anti-aging night cream with retinol,https://placehold.co/300x200?text=Maybelline+Cream
PROD_00110,MAC Liner,Beauty,liner,MAC,1033.53,4.5,3780,Waterproof eyeliner with precision tip,https://placehold.co/300x200?text=MAC+Liner
PROD_00111,MAC Liner,Beauty,liner,MAC,1363.36,4.3,3195,Waterproof eyeliner with precision tip,https://placehold.co/300x200?text=MAC+Liner
PROD_00112,MAC Sunscreen,Beauty,sunscreen,MAC,790.38,4.7,95,Broad spectrum SPF 50 sunscreen,https://placehold.co/300x200?text=MAC+Sunscreen
PROD_00113,Forest Essentials Sunscreen,Beauty,sunscreen,Forest Essentials,1776.7,4.9,3532,Broad spectrum SPF 50 sunscreen,https://placehold.co/300x200?text=Forest Essentials+Sunscreen
PROD_00114,Maybelline Sunscreen,Beauty,sunscreen,Maybelline,681.42,5.0,4293,Broad spectrum SPF 50 sunscreen,https://placehold.co/300x200?text=Maybelline+Sunscreen
PROD_00115,L'Oreal Facewash,Beauty,facewash,L'Oreal,757.41,4.7,1044,Gentle face wash for all skin types,https://placehold.co/300x200?text=L'Oreal+Facewash
PROD_00116,MAC Facewash,Beauty,facewash,MAC,333.34,4.3,4401,Gentle face wash for all skin types,https://placehold.co/300x200?text=MAC+Facewash
PROD_00117,Nivea Facewash,Beauty,facewash,Nivea,795.45,4.8,3675,Gentle face wash for all skin types,https://placehold.co/300x200?text=Nivea+Facewash
PROD_00118,Puma Yoga_Mat,Sports,yoga_mat,Puma,3101.68,4.4,4538,Non-slip yoga mat with alignment lines,https://placehold.co/300x200?text=Puma+Yoga_Mat
PROD_00119,Yonex Yoga_Mat,Sports,yoga_mat,Yonex,3671.07,4.6,3938,Non-slip yoga mat with alignment lines,https://placehold.co/300x200?text=Yonex+Yoga_Mat
PROD_00120,Yonex Yoga_Mat,Sports,yoga_mat,Yonex,1629.41,4.1,2321,Non-slip yoga mat with alignment lines,https://placehold.co/300x200?text=Yonex+Yoga_Mat
PROD_00121,Puma Yoga_Mat,Sports,yoga_mat,Puma,3288.56,4.4,2009,Non-slip yoga mat with alignment lines,https://placehold.co/300x200?text=Puma+Yoga_Mat
PROD_00122,Yonex Dumbbell,Sports,dumbbell,Yonex,693.71,4.3,2275,Adjustable dumbbell set with quick lock,https://placehold.co/300x200?text=Yonex+Dumbbell
PROD_00123,Decathlon Dumbbell,Sports,dumbbell,Decathlon,1299.27,4.5,1183,Adjustable dumbbell set with quick lock,https://placehold.co/300x200?text=Decathlon+Dumbbell
PROD_00124,Adidas Dumbbell,Sports,dumbbell,Adidas,1078.15,4.7,1802,Adjustable dumbbell set with quick lock,https://placehold.co/300x200?text=Adidas+Dumbbell
PROD_00125,Yonex Bottle,Sports,bottle,Yonex,789.12,4.2,3456,Insulated stainless steel water bottle,https://placehold.co/300x200?text=Yonex+Bottle
PROD_00126,Nike Bottle,Sports,bottle,Nike,548.2,4.1,4834,Insulated stainless steel water bottle,https://placehold.co/300x200?text=Nike+Bottle
PROD_00127,Nike Shoes,Sports,shoes,Nike,13209.15,4.7,3166,Cross-training shoes with breathable mesh,https://placehold.co/300x200?text=Nike+Shoes
PROD_00128,Yonex Shoes,Sports,shoes,Yonex,2573.7,4.3,3244,Cross-training shoes with breathable mesh,https://placehold.co/300x200?text=Yonex+Shoes
PROD_00129,Puma Shoes,Sports,shoes,Puma,13645.52,4.7,4459,Cross-training shoes with breathable mesh,https://placehold.co/300x200?text=Puma+Shoes
PROD_00130,Reebok Shoes,Sports,shoes,Reebok,11682.93,4.7,1856,Cross-training shoes with breathable mesh,https://placehold.co/300x200?text=Reebok+Shoes
PROD_00131,Adidas Gloves,Sports,gloves,Adidas,973.16,4.1,3235,Gym gloves with wrist support,https://placehold.co/300x200?text=Adidas+Gloves
PROD_00132,Decathlon Gloves,Sports,gloves,Decathlon,1804.63,4.4,1402,Gym gloves with wrist support,https://placehold.co/300x200?text=Decathlon+Gloves
PROD_00133,Puma Gloves,Sports,gloves,Puma,1381.52,3.7,4425,Gym gloves with wrist support,https://placehold.co/300x200?text=Puma+Gloves
PROD_00134,Yonex Ball,Sports,ball,Yonex,1979.73,4.5,737,Official size football with butyl bladder,https://placehold.co/300x200?text=Yonex+Ball
PROD_00135,Reebok Ball,Sports,ball,Reebok,1571.53,4.7,1538,Official size football with butyl bladder,https://placehold.co/300x200?text=Reebok+Ball
PROD_00136,Decathlon Racket,Sports,racket,Decathlon,5480.59,4.1,2727,Graphite badminton racket with string tension,https://placehold.co/300x200?text=Decathlon+Racket
PROD_00137,Decathlon Racket,Sports,racket,Decathlon,9492.91,4.3,3503,Graphite badminton racket with string tension,https://placehold.co/300x200?text=Decathlon+Racket
PROD_00138,Puma Band,Sports,band,Puma,398.29,3.7,4468,Resistance band set with 5 strength levels,https://placehold.co/300x200?text=Puma+Band
PROD_00139,Nike Band,Sports,band,Nike,1499.89,4.0,612,Resistance band set with 5 strength levels,https://placehold.co/300x200?text=Nike+Band
PROD_00140,Puma Band,Sports,band,Puma,1448.74,3.7,304,Resistance band set with 5 strength levels,https://placehold.co/300x200?text=Puma+Band
PROD_00141,Adidas Treadmill,Sports,treadmill,Adidas,87138.31,4.4,2004,Motorized treadmill with incline feature,https://placehold.co/300x200?text=Adidas+Treadmill
PROD_00142,Adidas Treadmill,Sports,treadmill,Adidas,57884.88,3.9,1835,Motorized treadmill with incline feature,https://placehold.co/300x200?text=Adidas+Treadmill
PROD_00143,Reebok Cycle,Sports,cycle,Reebok,18762.24,4.3,988,Mountain bike with 21-speed gear system,https://placehold.co/300x200?text=Reebok+Cycle
PROD_00144,Puma Cycle,Sports,cycle,Puma,42410.65,4.9,935,Mountain bike with 21-speed gear system,https://placehold.co/300x200?text=Puma+Cycle
PROD_00145,Wilson Cycle,Sports,cycle,Wilson,9078.49,4.2,3124,Mountain bike with 21-speed gear system,https://placehold.co/300x200?text=Wilson+Cycle
